title,id,namespace,description,effectiveDate,keyImages,catalogNs,currentPrice,seller,productSlug,urlSlug,url,tags,items,customAttributes,categories,price
Zorans: Resistance (Early Access),55627b9ea7e44646a108f7ea62c689e9,ebf7b58e33e14f88b9bd08db56f508da,"Gear up for the AI uprising - where autonomous robots defy destiny. In this free-to-play shooter you will immerse in epic team battles, holographic havoc, and a future that's yours to rewrite. Enlist now!",2023-06-14T22:00:00.000Z,"[{'type': 'OfferImageWide', 'url': 'https://cdn1.epicgames.com/spt-assets/6279398276ba4533a546707f9a1d0260/zorans-resistance-c6bxd.png'}, {'type': 'OfferImageTall', 'url': 'https://cdn1.epicgames.com/spt-assets/6279398276ba4533a546707f9a1d0260/zorans-resistance-1u6mi.png'}, {'type': 'Thumbnail', 'url': 'https://cdn1.epicgames.com/spt-assets/6279398276ba4533a546707f9a1d0260/zorans-resistance-1u6mi.png'}]","{'mappings': [{'pageSlug': 'zorans-resistance-2bc134'}, {'pageSlug': 'zorans-resistance-faq-ea28d7'}]}",0,"{'id': 'o-47zvd4j97m69axfvza5a7edyptfzkn', 'name': 'Zollpa'}",,a3cd7ce276d247bd9a8115d79fe05a01,,"[{'id': '1216'}, {'id': '1264'}, {'id': '1203'}, {'id': '1299'}, {'id': '22776'}, {'id': '1210'}, {'id': '9547'}, {'id': '9549'}, {'id': '1310'}]","[{'id': '9cedbde6c3fd4f269da25243d39f9007', 'namespace': 'ebf7b58e33e14f88b9bd08db56f508da'}]","[{'key': 'autoGeneratedPrice', 'value': 'false'}, {'key': 'isManuallySetViewableDate', 'value': 'true'}, {'key': 'isManuallySetPCReleaseDate', 'value': 'false'}, {'key': 'isBlockchainUsed', 'value': 'false'}]","[{'path': 'games/edition/base'}, {'path': 'games/edition'}, {'path': 'games'}]","{'totalPrice': {'discountPrice': 0, 'originalPrice': 0, 'voucherDiscount': 0, 'discount': 0, 'currencyCode': 'USD', 'currencyInfo': {'decimals': 2}, 'fmtPrice': {'originalPrice': '0', 'discountPrice': '0', 'intermediatePrice': '0'}}, 'lineOffers': [{'appliedRules': []}]}"
Daydream. Forgotten Sorrow,5c41d1e98afe4b5aab94463ef608e4b0,7b8963f6857041fd97a4a23845eb113d,"Little Griffin is trapped in an ominous new world with his only friend, Birly the teddy bear. Solve clever puzzles and encounter terrifying creatures as the pair embark on a journey to discover what lurks beyond their nightmares.",2023-06-14T14:00:00.000Z,"[{'type': 'OfferImageWide', 'url': 'https://cdn1.epicgames.com/spt-assets/49d7858ebaef4f308fa6d9e44404474b/daydream-forgotten-sorrow-ynjik.jpg'}, {'type': 'OfferImageTall', 'url': 'https://cdn1.epicgames.com/spt-assets/49d7858ebaef4f308fa6d9e44404474b/daydream-forgotten-sorrow-1tjh9.jpg'}, {'type': 'Thumbnail', 'url': 'https://cdn1.epicgames.com/spt-assets/49d7858ebaef4f308fa6d9e44404474b/daydream-forgotten-sorrow-1tjh9.jpg'}]",{'mappings': [{'pageSlug': 'daydream-forgotten-sorrow-6025c9'}]},1999,"{'id': 'o-pghrsxp5uf3n488mwmscj62qe67qfw', 'name': 'Ravenage Games'}",,6bf741bee9344e3d9270d6e7aabd665a,,"[{'id': '1298'}, {'id': '19847'}, {'id': '1370'}, {'id': '9547'}, {'id': '1117'}, {'id': '1151'}]","[{'id': '6dbf16bd90d546a4af8b645e4a449640', 'namespace': '7b8963f6857041fd97a4a23845eb113d'}]","[{'key': 'autoGeneratedPrice', 'value': 'false'}, {'key': 'isManuallySetViewableDate', 'value': 'true'}, {'key': 'isManuallySetPCReleaseDate', 'value': 'false'}, {'key': 'isBlockchainUsed', 'value': 'false'}]","[{'path': 'games/edition/base'}, {'path': 'games/edition'}, {'path': 'games'}]","{'totalPrice': {'discountPrice': 1999, 'originalPrice': 1999, 'voucherDiscount': 0, 'discount': 0, 'currencyCode': 'USD', 'currencyInfo': {'decimals': 2}, 'fmtPrice': {'originalPrice': '$19.99', 'discountPrice': '$19.99', 'intermediatePrice': '$19.99'}}, 'lineOffers': [{'appliedRules': []}]}"
Recollection,7e1d18fc61de4d608645524a0e1a417f,2c3af4f6ffce46e78bac85bcbe7bc11f,"A calm and atmospheric ""walking'n'watching simulator"" about the beauty of nature. Use your gaze and attention in diverse gameplay experiences: Connect the stars, watch the grass grow, fly with the birds and remember many more of the wonders surrounding us each day.",2023-06-14T14:00:00.000Z,"[{'type': 'OfferImageWide', 'url': 'https://cdn1.epicgames.com/spt-assets/fe90e9221f384bf0a757095ae2c677b6/recollection-utrsa.png'}, {'type': 'OfferImageTall', 'url': 'https://cdn1.epicgames.com/spt-assets/fe90e9221f384bf0a757095ae2c677b6/recollection-1im1z.png'}, {'type': 'Thumbnail', 'url': 'https://cdn1.epicgames.com/spt-assets/fe90e9221f384bf0a757095ae2c677b6/recollection-1im1z.png'}]","{'mappings': [{'pageSlug': 'recollection-71f3a4'}, {'pageSlug': 'recollection-recollection-demo-8704d3'}]}",499,"{'id': 'o-79nk3mtqr6psp3s2vlbm7vr39z25rd', 'name': 'Erkberg Games'}",,6927c9f1530e4a418a8f07decd45d19e,,"[{'id': '1296'}, {'id': '21894'}, {'id': '19847'}, {'id': '1370'}, {'id': '9547'}, {'id': '1117'}, {'id': '9549'}, {'id': '1263'}]","[{'id': 'b4665690c3eb454e9716912bf3486776', 'namespace': '2c3af4f6ffce46e78bac85bcbe7bc11f'}]","[{'key': 'autoGeneratedPrice', 'value': 'false'}, {'key': 'isManuallySetViewableDate', 'value': 'true'}, {'key': 'isManuallySetPCReleaseDate', 'value': 'true'}, {'key': 'isBlockchainUsed', 'value': 'false'}]","[{'path': 'games/edition/base'}, {'path': 'games/edition'}, {'path': 'games'}]","{'totalPrice': {'discountPrice': 499, 'originalPrice': 499, 'voucherDiscount': 0, 'discount': 0, 'currencyCode': 'USD', 'currencyInfo': {'decimals': 2}, 'fmtPrice': {'originalPrice': '$4.99', 'discountPrice': '$4.99', 'intermediatePrice': '$4.99'}}, 'lineOffers': [{'appliedRules': []}]}"
CoopValor 2056 WW3,f474c01532af471cb2428aeb80b4632e,abafc2bb624e445e812f67406ad0eabc,"Single player and multiplayer. You will start fighting in Ukraine as a soldier of the Ukrainian special forces or the International Legion. Fight alone or with your friends against the AI, ruthless and difficult enemies and against other players! Reconquer Europe!",2023-06-14T12:00:00.000Z,"[{'type': 'OfferImageWide', 'url': 'https://cdn1.epicgames.com/spt-assets/114125bb231e45b2a3a32f75d0151d71/coopvalor-2056-xq068.png'}, {'type': 'OfferImageTall', 'url': 'https://cdn1.epicgames.com/spt-assets/114125bb231e45b2a3a32f75d0151d71/coopvalor-2056-1l0fq.png'}, {'type': 'Thumbnail', 'url': 'https://cdn1.epicgames.com/spt-assets/114125bb231e45b2a3a32f75d0151d71/coopvalor-2056-1l0fq.png'}]","{'mappings': [{'pageSlug': 'coopvalor-wwii-faq-8847d6'}, {'pageSlug': 'coopvalor-wwii-tactical-camouflage-pants-pack-255737'}, {'pageSlug': 'coopvalor-wwii-718385'}, {'pageSlug': 'coopvalor-wwii-iron-soldier-pack-edition-51be58'}, {'pageSlug': 'coopvalor-wwii-coopvalor-2056-owner-of-the-skies-edition-c964b3'}, {'pageSlug': 'coopvalor-wwii-coopvalor-2056-full-edition-b9af2c'}, {'pageSlug': 'coopvalor-wwii-coopvalor-2056-kamikaze-reconnaissance-and-attack-pack-aa725b'}, {'pageSlug': 'coopvalor-wwii-tank-pack-edition-e8e266'}, {'pageSlug': 'coopvalor-wwii-coopvalor-2056-all-unlimited-edition-6316cc'}]}",399,"{'id': 'o-h34w63htauz24gfnw7wnxwrvlxfvkp', 'name': 'GamesTrilla 2056'}",,c0df1d0c41124b279f2cd42fc610638c,,"[{'id': '1216'}, {'id': '1264'}, {'id': '1203'}, {'id': '1299'}, {'id': '1210'}, {'id': '1370'}, {'id': '9547'}, {'id': '1294'}]","[{'id': '237eca938e224597b044c95dc451e6cf', 'namespace': 'abafc2bb624e445e812f67406ad0eabc'}]","[{'key': 'autoGeneratedPrice', 'value': 'false'}, {'key': 'isManuallySetViewableDate', 'value': 'false'}, {'key': 'isManuallySetPCReleaseDate', 'value': 'true'}, {'key': 'isBlockchainUsed', 'value': 'false'}]","[{'path': 'games'}, {'path': 'games/edition'}, {'path': 'games/edition/base'}]","{'totalPrice': {'discountPrice': 399, 'originalPrice': 399, 'voucherDiscount': 0, 'discount': 0, 'currencyCode': 'USD', 'currencyInfo': {'decimals': 2}, 'fmtPrice': {'originalPrice': '$3.99', 'discountPrice': '$3.99', 'intermediatePrice': '$3.99'}}, 'lineOffers': [{'appliedRules': []}]}"
Metro Simulator,11db95ef29f14d4d8f2b8d5d73dcc1d8,d1c8b68acafc466d9b393b5ff6797dc4,You are the train operator and thousands of people rely on you every day on their way to work or home.,2023-06-14T03:00:00.000Z,"[{'type': 'OfferImageWide', 'url': 'https://cdn1.epicgames.com/spt-assets/8ce4af77c00446c293be51972acedea0/metro-simulator-j8aiz.png'}, {'type': 'OfferImageTall', 'url': 'https://cdn1.epicgames.com/spt-assets/8ce4af77c00446c293be51972acedea0/metro-simulator-uuom5.png'}, {'type': 'Thumbnail', 'url': 'https://cdn1.epicgames.com/spt-assets/8ce4af77c00446c293be51972acedea0/metro-simulator-uuom5.png'}]",{'mappings': [{'pageSlug': 'metro-simulator-494510'}]},1499,"{'id': 'o-advtmx3c8werte9hr2resebeehhjn3', 'name': 'KM PROJECTS LLC'}",,c0590fb519374aadb9ef16f6ee577ac8,,"[{'id': '1393'}, {'id': '1370'}, {'id': '9547'}, {'id': '1263'}]","[{'id': '6f25a84db7824765aa51a31c8e0bd057', 'namespace': 'd1c8b68acafc466d9b393b5ff6797dc4'}]","[{'key': 'autoGeneratedPrice', 'value': 'false'}, {'key': 'isManuallySetViewableDate', 'value': 'true'}, {'key': 'isManuallySetPCReleaseDate', 'value': 'true'}, {'key': 'isBlockchainUsed', 'value': 'false'}]","[{'path': 'games/edition/base'}, {'path': 'games/edition'}, {'path': 'games'}]","{'totalPrice': {'discountPrice': 1499, 'originalPrice': 1499, 'voucherDiscount': 0, 'discount': 0, 'currencyCode': 'USD', 'currencyInfo': {'decimals': 2}, 'fmtPrice': {'originalPrice': '$14.99', 'discountPrice': '$14.99', 'intermediatePrice': '$14.99'}}, 'lineOffers': [{'appliedRules': []}]}"
Suicide Guy,aad9b8c3f0f7404f94de645a0857fb85,7d9cb4fa8c4b488d86c7e9dec37318d5,Suicide Guy is set in the incredibile and extraordinary dreams of its protagonist. What would you do in order to save the thing you love most? Immerse yourself into his weird dreams and help him to wake up before it's too late.,2023-06-14T00:00:00.000Z,"[{'type': 'OfferImageWide', 'url': 'https://cdn1.epicgames.com/spt-assets/bfd866cb08c94269a176636d3edc644f/suicide-guy-57ss1.png'}, {'type': 'OfferImageTall', 'url': 'https://cdn1.epicgames.com/spt-assets/bfd866cb08c94269a176636d3edc644f/suicide-guy-mo294.png'}, {'type': 'Thumbnail', 'url': 'https://cdn1.epicgames.com/spt-assets/bfd866cb08c94269a176636d3edc644f/suicide-guy-mo294.png'}]",{'mappings': [{'pageSlug': 'suicide-guy-9f7963'}]},799,"{'id': 'o-ba2wjcu2vhdcu42lbmdt8vd3y752p4', 'name': 'Giulia Airoldi Grassi'}",,3c5271c47d9e41a6a0294c5eb44f8a0b,,"[{'id': '19847'}, {'id': '1336'}, {'id': '1370'}, {'id': '9547'}, {'id': '9549'}]","[{'id': '075eb3e8a2cd48b2bab5b6697ae5c71c', 'namespace': '7d9cb4fa8c4b488d86c7e9dec37318d5'}]","[{'key': 'autoGeneratedPrice', 'value': 'false'}, {'key': 'isManuallySetViewableDate', 'value': 'true'}, {'key': 'isManuallySetPCReleaseDate', 'value': 'true'}, {'key': 'isBlockchainUsed', 'value': 'false'}]","[{'path': 'games/edition/base'}, {'path': 'games/edition'}, {'path': 'games'}]","{'totalPrice': {'discountPrice': 639, 'originalPrice': 799, 'voucherDiscount': 0, 'discount': 160, 'currencyCode': 'USD', 'currencyInfo': {'decimals': 2}, 'fmtPrice': {'originalPrice': '$7.99', 'discountPrice': '$6.39', 'intermediatePrice': '$6.39'}}, 'lineOffers': [{'appliedRules': [{'id': 'f2ca9ab40dd9418f988f0b6e229effa1', 'endDate': '2023-06-29T04:00:00.000Z', 'discountSetting': {'discountType': 'PERCENTAGE'}}]}]}"
I Want to be Alive,3789fd529e1b40e591934cba62029294,46ecaef70bbb4768a90c3aa40ac1d7a6,"Immerse yourself in the cosmic atmosphere filled with many traps!
You have to go through many worlds and dangers.",2023-06-13T22:00:00.000Z,"[{'type': 'OfferImageWide', 'url': 'https://cdn1.epicgames.com/spt-assets/c088d1fd7c1f473cbb497c51dc6217cb/i-want-to-be-alive-1hnl3.png'}, {'type': 'OfferImageTall', 'url': 'https://cdn1.epicgames.com/spt-assets/c088d1fd7c1f473cbb497c51dc6217cb/i-want-to-be-alive-1e5d8.png'}, {'type': 'Thumbnail', 'url': 'https://cdn1.epicgames.com/spt-assets/c088d1fd7c1f473cbb497c51dc6217cb/i-want-to-be-alive-1e5d8.png'}]",{'mappings': [{'pageSlug': 'i-want-to-be-alive-0fcb6e'}]},699,"{'id': 'o-s6ram3zq84sz2ekdsvzdbf2qw7z4sg', 'name': 'KriLi Games'}",,d929534ebe064596968960a16d8b3fe7,,"[{'id': '1121'}, {'id': '1370'}, {'id': '9547'}, {'id': '1117'}, {'id': '9549'}, {'id': '1151'}]","[{'id': 'a98c61fcae9b4191b5598cf0037183c9', 'namespace': '46ecaef70bbb4768a90c3aa40ac1d7a6'}]","[{'key': 'autoGeneratedPrice', 'value': 'false'}, {'key': 'isManuallySetViewableDate', 'value': 'true'}, {'key': 'isManuallySetPCReleaseDate', 'value': 'false'}, {'key': 'isBlockchainUsed', 'value': 'false'}]","[{'path': 'games'}, {'path': 'games/edition'}, {'path': 'games/edition/base'}]","{'totalPrice': {'discountPrice': 699, 'originalPrice': 699, 'voucherDiscount': 0, 'discount': 0, 'currencyCode': 'USD', 'currencyInfo': {'decimals': 2}, 'fmtPrice': {'originalPrice': '$6.99', 'discountPrice': '$6.99', 'intermediatePrice': '$6.99'}}, 'lineOffers': [{'appliedRules': []}]}"
maze horror～迷宮ホラー～,78be632d0e5546f5af0975395195a2ad,9f81aca67daf4d269ae06257d7b6d460,An old man lost in an underground labyrinth searches for a key to escape.,2023-06-13T15:00:00.000Z,"[{'type': 'OfferImageWide', 'url': 'https://cdn1.epicgames.com/spt-assets/dfb14d2c39c044019f41ad701b262864/maze-horror-pqkj6.png'}, {'type': 'OfferImageTall', 'url': 'https://cdn1.epicgames.com/spt-assets/dfb14d2c39c044019f41ad701b262864/maze-horror-1styv.png'}, {'type': 'Thumbnail', 'url': 'https://cdn1.epicgames.com/spt-assets/dfb14d2c39c044019f41ad701b262864/maze-horror-1styv.png'}]",{'mappings': [{'pageSlug': 'jampjjj-7c830e'}]},249,"{'id': 'o-y4wnp7b3s4upbepr9fzcy8wj9bgpvp', 'name': 'GameJ'}",,579412e47c4f4bddb894b7305469ff72,,"[{'id': '1218'}, {'id': '1370'}, {'id': '9547'}, {'id': '1084'}, {'id': '1263'}]","[{'id': 'c282ba45804741c1a1b032ff06d6d7a1', 'namespace': '9f81aca67daf4d269ae06257d7b6d460'}]","[{'key': 'autoGeneratedPrice', 'value': 'false'}, {'key': 'isManuallySetViewableDate', 'value': 'true'}, {'key': 'isManuallySetPCReleaseDate', 'value': 'false'}, {'key': 'isBlockchainUsed', 'value': 'false'}]","[{'path': 'games/edition/base'}, {'path': 'games/edition'}, {'path': 'games'}]","{'totalPrice': {'discountPrice': 249, 'originalPrice': 249, 'voucherDiscount': 0, 'discount': 0, 'currencyCode': 'USD', 'currencyInfo': {'decimals': 2}, 'fmtPrice': {'originalPrice': '$2.49', 'discountPrice': '$2.49', 'intermediatePrice': '$2.49'}}, 'lineOffers': [{'appliedRules': []}]}"
Akane,25914d1713bb4d779dee9d3dff5d4fed,9b6a60b53e524c47903be459aaef729a,"Akane is an Arena Arcade-Slash where you kill your enemies with only 1 hit. The objective of the game is simple, to kill as many enemies as possible.",2023-06-13T14:00:00.000Z,"[{'type': 'OfferImageWide', 'url': 'https://cdn1.epicgames.com/spt-assets/00aac1e2c50f46569003e6b12bd8d049/akane-k476n.jpg'}, {'type': 'OfferImageTall', 'url': 'https://cdn1.epicgames.com/spt-assets/00aac1e2c50f46569003e6b12bd8d049/akane-15mzk.jpg'}, {'type': 'Thumbnail', 'url': 'https://cdn1.epicgames.com/spt-assets/00aac1e2c50f46569003e6b12bd8d049/akane-15mzk.jpg'}]",{'mappings': [{'pageSlug': 'akane-cbba21'}]},399,"{'id': 'o-7vrxgulzgkeedwweudtk6wc6pgsyy3', 'name': 'SX Gameworks LLC'}",,39ad277a3ca84d70a21b6dcd2688cee6,,"[{'id': '1216'}, {'id': '21129'}, {'id': '1370'}, {'id': '9547'}, {'id': '1263'}]","[{'id': 'ea5a903b450b4247ba618ef75635bc30', 'namespace': '9b6a60b53e524c47903be459aaef729a'}]","[{'key': 'autoGeneratedPrice', 'value': 'false'}, {'key': 'isManuallySetViewableDate', 'value': 'true'}, {'key': 'isManuallySetPCReleaseDate', 'value': 'true'}, {'key': 'isBlockchainUsed', 'value': 'false'}]","[{'path': 'games/edition/base'}, {'path': 'games/edition'}, {'path': 'games'}]","{'totalPrice': {'discountPrice': 399, 'originalPrice': 399, 'voucherDiscount': 0, 'discount': 0, 'currencyCode': 'USD', 'currencyInfo': {'decimals': 2}, 'fmtPrice': {'originalPrice': '$3.99', 'discountPrice': '$3.99', 'intermediatePrice': '$3.99'}}, 'lineOffers': [{'appliedRules': []}]}"
Minimal Move,a86833492da24b36b7ae5387beb58e5e,0bd207a791124e4087292faf1efa0ab0,"A story-driven cooperative puzzle game. Your adventure starts when two space investigators, Ido and Kaiten, land in a wonder cubic world, where they attempt to discover the truth about the planet…Engage your brain, cooperate with each other, solve the puzzle and think in 3d!",2023-06-13T08:00:00.000Z,"[{'type': 'OfferImageWide', 'url': 'https://cdn1.epicgames.com/spt-assets/8399a2e1eb034a64ba1a6bc91ceb9e28/minimal-move-rruyc.png'}, {'type': 'OfferImageTall', 'url': 'https://cdn1.epicgames.com/spt-assets/8399a2e1eb034a64ba1a6bc91ceb9e28/minimal-move-v8eji.png'}, {'type': 'Thumbnail', 'url': 'https://cdn1.epicgames.com/spt-assets/8399a2e1eb034a64ba1a6bc91ceb9e28/minimal-move-v8eji.png'}]",{'mappings': [{'pageSlug': 'minimal-move-7a012a'}]},499,"{'id': 'o-p4y7a73m2j93uen4j6vlavk83ddznx', 'name': 'Tako Studio'}",,118483f696824f259027849206a814c8,,"[{'id': '1264'}, {'id': '1298'}, {'id': '1203'}, {'id': '1370'}, {'id': '9547'}, {'id': '1117'}, {'id': '1263'}]","[{'id': 'c666cbd2aeae4fb4b012a66f64ea3167', 'namespace': '0bd207a791124e4087292faf1efa0ab0'}]","[{'key': 'autoGeneratedPrice', 'value': 'false'}, {'key': 'isManuallySetViewableDate', 'value': 'true'}, {'key': 'isManuallySetPCReleaseDate', 'value': 'true'}, {'key': 'isBlockchainUsed', 'value': 'false'}]","[{'path': 'games/edition/base'}, {'path': 'games/edition'}, {'path': 'games'}]","{'totalPrice': {'discountPrice': 499, 'originalPrice': 499, 'voucherDiscount': 0, 'discount': 0, 'currencyCode': 'USD', 'currencyInfo': {'decimals': 2}, 'fmtPrice': {'originalPrice': '$4.99', 'discountPrice': '$4.99', 'intermediatePrice': '$4.99'}}, 'lineOffers': [{'appliedRules': []}]}"
Delivery from the Pain,fa1151d6ee7c4fcdb412063c35d08f11,808b7e84dc7145adac359cd19ac2442e,"You'll play as a survivor in a world overrun by zombies. Explore and interact with other survivors, making tough choices about whether to help or exploit them. Defend against zombies, collect resources, craft, and fortify your shelter.",2023-06-12T16:00:00.000Z,"[{'type': 'OfferImageWide', 'url': 'https://cdn1.epicgames.com/spt-assets/c4ebce08219b4bf3854c699a40761c50/delivery-from-the-pain-fpkx3.jpg'}, {'type': 'OfferImageTall', 'url': 'https://cdn1.epicgames.com/spt-assets/c4ebce08219b4bf3854c699a40761c50/delivery-from-the-pain-1qcw7.jpg'}, {'type': 'Thumbnail', 'url': 'https://cdn1.epicgames.com/spt-assets/c4ebce08219b4bf3854c699a40761c50/delivery-from-the-pain-1qcw7.jpg'}]",{'mappings': [{'pageSlug': 'delivery-from-the-pain-73198e'}]},799,"{'id': 'o-ankmnluk4axhk8cx5kyqgr2vpt9s8g', 'name': 'DIGIPOTATO PTE LTD'}",,9bcbe2b7723b44c1a37dc5668cc42d12,,"[{'id': '21894'}, {'id': '19847'}, {'id': '1080'}, {'id': '1370'}, {'id': '9547'}, {'id': '1117'}, {'id': '9549'}, {'id': '1263'}]","[{'id': '2e9c68fe75a84fa5a8f2dad1cb1c7d06', 'namespace': '808b7e84dc7145adac359cd19ac2442e'}]","[{'key': 'autoGeneratedPrice', 'value': 'false'}, {'key': 'isManuallySetViewableDate', 'value': 'false'}, {'key': 'isManuallySetPCReleaseDate', 'value': 'true'}, {'key': 'isBlockchainUsed', 'value': 'false'}]","[{'path': 'games/edition/base'}, {'path': 'games/edition'}, {'path': 'games'}]","{'totalPrice': {'discountPrice': 799, 'originalPrice': 799, 'voucherDiscount': 0, 'discount': 0, 'currencyCode': 'USD', 'currencyInfo': {'decimals': 2}, 'fmtPrice': {'originalPrice': '$7.99', 'discountPrice': '$7.99', 'intermediatePrice': '$7.99'}}, 'lineOffers': [{'appliedRules': []}]}"
Video Game Trivia,2fcfcd27f76b408a94ed3de178ec921c,52f01e9ec9454a24abaae68620d9e369,"How well do you know your video game trivia? Challenge yourself or have a video game trivia night with friends and family in Party Mode. It comes with the most popular video game categories including Arcade, Atari, Nintendo, Personal Computer, PlayStation, SEGA, and Xbox!",2023-06-11T23:00:00.000Z,"[{'type': 'OfferImageWide', 'url': 'https://cdn1.epicgames.com/spt-assets/bab2863403114e6891c1d6265a4371e8/video-game-trivia-wqsld.png'}, {'type': 'OfferImageTall', 'url': 'https://cdn1.epicgames.com/spt-assets/bab2863403114e6891c1d6265a4371e8/video-game-trivia-1am47.png'}, {'type': 'Thumbnail', 'url': 'https://cdn1.epicgames.com/spt-assets/bab2863403114e6891c1d6265a4371e8/video-game-trivia-1am47.png'}]",{'mappings': [{'pageSlug': 'video-game-trivia-5db425'}]},99,"{'id': 'o-jkvkgwultjz23rvv2cpzpgdd799uu9', 'name': 'LoadUpGames'}",,7476f1751569420bac6724abc99a76db,,"[{'id': '1296'}, {'id': '1203'}, {'id': '1318'}, {'id': '1370'}, {'id': '9547'}, {'id': '9549'}]","[{'id': 'fa2938b5cd6d429fb0e161d9c34bc51e', 'namespace': '52f01e9ec9454a24abaae68620d9e369'}]","[{'key': 'autoGeneratedPrice', 'value': 'false'}, {'key': 'isManuallySetViewableDate', 'value': 'true'}, {'key': 'isManuallySetPCReleaseDate', 'value': 'true'}, {'key': 'isBlockchainUsed', 'value': 'false'}]","[{'path': 'games/edition/base'}, {'path': 'games/edition'}, {'path': 'games'}]","{'totalPrice': {'discountPrice': 99, 'originalPrice': 99, 'voucherDiscount': 0, 'discount': 0, 'currencyCode': 'USD', 'currencyInfo': {'decimals': 2}, 'fmtPrice': {'originalPrice': '$0.99', 'discountPrice': '$0.99', 'intermediatePrice': '$0.99'}}, 'lineOffers': [{'appliedRules': []}]}"
Shrommzzz,b72e2a6bf8f14a5a8c59c5f77a647b8c,4db2dc09cc0b4051ac65216312c90a5b,Fung around and find out! A cozy mushroom foraging and farming game. Plant shromspores on 6 different islands to unlock all combinations. Can you make all 100 of 'em pop up? Challenge accepted!,2099-01-01T00:00:00.000Z,"[{'type': 'OfferImageWide', 'url': 'https://cdn1.epicgames.com/spt-assets/67adb6e83c0e4ddbb4557be9e3d2ee84/shrommzzz-10fy0.png'}, {'type': 'OfferImageTall', 'url': 'https://cdn1.epicgames.com/spt-assets/67adb6e83c0e4ddbb4557be9e3d2ee84/shrommzzz-13phk.png'}, {'type': 'Thumbnail', 'url': 'https://cdn1.epicgames.com/spt-assets/67adb6e83c0e4ddbb4557be9e3d2ee84/shrommzzz-13phk.png'}]",{'mappings': [{'pageSlug': 'shrommzzz-426bcd'}]},999,"{'id': 'o-a4zq7t2vrwnyx7c7kvhyszrluzruef', 'name': 'Space Pigeon Studios'}",,48133ef292d84e459c6ce3d31146a597,,"[{'id': '1296'}, {'id': '1381'}, {'id': '1370'}, {'id': '9547'}, {'id': '1263'}]","[{'id': 'f7a526671f50489d8b92193e53778328', 'namespace': '4db2dc09cc0b4051ac65216312c90a5b'}]","[{'key': 'autoGeneratedPrice', 'value': 'false'}, {'key': 'isManuallySetViewableDate', 'value': 'true'}, {'key': 'isManuallySetPCReleaseDate', 'value': 'true'}, {'key': 'isBlockchainUsed', 'value': 'false'}]","[{'path': 'games/edition/base'}, {'path': 'games/edition'}, {'path': 'games'}]","{'totalPrice': {'discountPrice': 999, 'originalPrice': 999, 'voucherDiscount': 0, 'discount': 0, 'currencyCode': 'USD', 'currencyInfo': {'decimals': 2}, 'fmtPrice': {'originalPrice': '$9.99', 'discountPrice': '$9.99', 'intermediatePrice': '$9.99'}}, 'lineOffers': [{'appliedRules': []}]}"
Television Trivia,8b7ff7190f0c4294a329973e17a3853c,47992822501440c2b8773895e0d7f100,"How well do you know your Television Shows? Choose from the most popular TV Shows including The Simpsons, Game of Thrones, The Office, Friends, Star Trek, South Park, Grey’s Anatomy, The Sopranos, and Seinfeld. Challenge your friends and family in Party Mode (Up to 4 Players).",2023-06-10T23:00:00.000Z,"[{'type': 'OfferImageWide', 'url': 'https://cdn1.epicgames.com/spt-assets/d1ace56aeb1a4fe69a02fad04fea59b9/television-trivia-phnio.png'}, {'type': 'OfferImageTall', 'url': 'https://cdn1.epicgames.com/spt-assets/d1ace56aeb1a4fe69a02fad04fea59b9/television-trivia-1ibup.png'}, {'type': 'Thumbnail', 'url': 'https://cdn1.epicgames.com/spt-assets/d1ace56aeb1a4fe69a02fad04fea59b9/television-trivia-1ibup.png'}]",{'mappings': [{'pageSlug': 'television-trivia-b6c74b'}]},99,"{'id': 'o-jkvkgwultjz23rvv2cpzpgdd799uu9', 'name': 'LoadUpGames'}",,e04836bb772e44e588d20e29f32af6d7,,"[{'id': '1296'}, {'id': '1203'}, {'id': '1318'}, {'id': '1370'}, {'id': '9547'}, {'id': '9549'}]","[{'id': '24a192eaaa9c4e6fb5b9d1942aeabb39', 'namespace': '47992822501440c2b8773895e0d7f100'}]","[{'key': 'autoGeneratedPrice', 'value': 'false'}, {'key': 'isManuallySetViewableDate', 'value': 'true'}, {'key': 'isManuallySetPCReleaseDate', 'value': 'true'}, {'key': 'isBlockchainUsed', 'value': 'false'}]","[{'path': 'games/edition/base'}, {'path': 'games/edition'}, {'path': 'games'}]","{'totalPrice': {'discountPrice': 99, 'originalPrice': 99, 'voucherDiscount': 0, 'discount': 0, 'currencyCode': 'USD', 'currencyInfo': {'decimals': 2}, 'fmtPrice': {'originalPrice': '$0.99', 'discountPrice': '$0.99', 'intermediatePrice': '$0.99'}}, 'lineOffers': [{'appliedRules': []}]}"
