,Số hiệu chuyến bay,Khởi hành,Đến,Airbus,SkyBOSS_Business,SkyBOSS,Deluxe,Eco,Thuế_phí
38,VJ640,2023-06-27 20:35:00,2023-06-27 21:50:00,Airbus A321,,3164800.0,887800.0,756900.0,593.0
39,VJ644,2023-06-27 21:10:00,2023-06-27 22:30:00,Airbus A321,,3164800.0,887800.0,756900.0,593.0
40,VJ642,2023-06-27 21:45:00,2023-06-27 23:05:00,Airbus A321,,3164800.0,887800.0,756900.0,593.0
41,VJ620,2023-06-28 05:35:00,2023-06-28 06:55:00,Airbus A321,,3164800.0,1339900.0,1009900.0,593.0
42,VJ622,2023-06-28 07:05:00,2023-06-28 08:25:00,Airbus A321C,,3164800.0,1515900.0,1185900.0,593.0
43,VJ624,2023-06-28 09:35:00,2023-06-28 10:55:00,Airbus A321,,3164800.0,1515900.0,1185900.0,593.0
44,VJ628,2023-06-28 11:30:00,2023-06-28 12:50:00,Airbus A321,,3164800.0,1515900.0,1185900.0,593.0
45,VJ630,2023-06-28 13:35:00,2023-06-28 14:55:00,Airbus A321,,3164800.0,1515900.0,1185900.0,593.0
46,VJ632,2023-06-28 15:40:00,2023-06-28 17:00:00,Airbus A321,,3164800.0,1427900.0,1097900.0,593.0
47,VJ634,2023-06-28 16:05:00,2023-06-28 17:25:00,Airbus A320,,3164800.0,1427900.0,1097900.0,593.0
48,VJ636,2023-06-28 18:20:00,2023-06-28 19:40:00,Airbus A321,,3164800.0,1339900.0,1009900.0,593.0
49,VJ638,2023-06-28 19:45:00,2023-06-28 21:05:00,Airbus A320,,3164800.0,1339900.0,1009900.0,593.0
50,VJ646,2023-06-28 20:15:00,2023-06-28 21:35:00,Airbus A321,,3164800.0,1251900.0,921900.0,593.0
51,VJ640,2023-06-28 20:35:00,2023-06-28 21:50:00,Airbus A321,,3164800.0,1251900.0,921900.0,593.0
52,VJ644,2023-06-28 21:10:00,2023-06-28 22:30:00,Airbus A321,,3164800.0,887800.0,756900.0,593.0
53,VJ642,2023-06-28 21:45:00,2023-06-28 23:05:00,Airbus A321,,3164800.0,1251900.0,921900.0,593.0
54,VJ620,2023-06-29 05:35:00,2023-06-29 06:55:00,Airbus A321,,3164800.0,1515900.0,1185900.0,593.0
55,VJ622,2023-06-29 07:05:00,2023-06-29 08:25:00,Airbus A321C,,3164800.0,1746900.0,1361900.0,593.0
56,VJ624,2023-06-29 09:35:00,2023-06-29 10:55:00,Airbus A321,,3164800.0,2186900.0,1746900.0,593.0
57,VJ628,2023-06-29 11:30:00,2023-06-29 12:50:00,Airbus A320,,3164800.0,1988900.0,1548900.0,593.0
58,VJ630,2023-06-29 13:35:00,2023-06-29 14:55:00,Airbus A321,,3164800.0,2604900.0,2109900.0,593.0
59,VJ632,2023-06-29 15:40:00,2023-06-29 17:00:00,Airbus A321,,3164800.0,1746900.0,1361900.0,593.0
60,VJ638,2023-06-29 19:45:00,2023-06-29 21:05:00,Airbus A321,,3164800.0,1427900.0,1097900.0,593.0
61,VJ646,2023-06-29 20:15:00,2023-06-29 21:35:00,Airbus A321,,3164800.0,1339900.0,1009900.0,593.0
62,VJ640,2023-06-29 20:35:00,2023-06-29 21:50:00,Airbus A321,,3164800.0,1339900.0,1009900.0,593.0
63,VJ644,2023-06-29 21:10:00,2023-06-29 22:30:00,Airbus A321,,3164800.0,1339900.0,1009900.0,593.0
64,VJ642,2023-06-29 21:45:00,2023-06-29 23:05:00,Airbus A321,,3164800.0,1251900.0,921900.0,593.0
65,VJ620,2023-06-30 05:35:00,2023-06-30 06:55:00,Airbus A321,,3164800.0,1658900.0,1273900.0,593.0
66,VJ622,2023-06-30 07:05:00,2023-06-30 08:25:00,Airbus A320,,3164800.0,1988900.0,1548900.0,593.0
67,VJ624,2023-06-30 09:35:00,2023-06-30 10:55:00,Airbus A321,,3164800.0,2076900.0000000002,1636900.0,593.0
68,VJ628,2023-06-30 11:30:00,2023-06-30 12:50:00,Airbus A321,,3164800.0,1988900.0,1548900.0,593.0
69,VJ630,2023-06-30 13:35:00,2023-06-30 14:55:00,Airbus A321,,3164800.0,1988900.0,1548900.0,593.0
70,VJ632,2023-06-30 15:40:00,2023-06-30 17:00:00,Airbus A321,,3164800.0,1746900.0,1361900.0,593.0
71,VJ634,2023-06-30 16:05:00,2023-06-30 17:25:00,Airbus A321,,3164800.0,1746900.0,1361900.0,593.0
72,VJ636,2023-06-30 18:20:00,2023-06-30 19:40:00,Airbus A321,,3164800.0,1658900.0,1273900.0,593.0
73,VJ638,2023-06-30 19:45:00,2023-06-30 21:05:00,Airbus A320,,3164800.0,1658900.0,1273900.0,593.0
74,VJ646,2023-06-30 20:15:00,2023-06-30 21:35:00,Airbus A321,,3164800.0,1515900.0,1185900.0,593.0
75,VJ640,2023-06-30 20:35:00,2023-06-30 21:50:00,Airbus A321,,3164800.0,1427900.0,1097900.0,593.0
76,VJ644,2023-06-30 21:10:00,2023-06-30 22:30:00,Airbus A321,,3164800.0,1515900.0,1185900.0,593.0
77,VJ642,2023-06-30 21:45:00,2023-06-30 23:05:00,Airbus A321,,3164800.0,1427900.0,1097900.0,593.0
78,VJ620,2023-07-01 05:35:00,2023-07-01 06:55:00,Airbus A321,,3164800.0,1834900.0,1449900.0,593.0
79,VJ622,2023-07-01 07:05:00,2023-07-01 08:25:00,Airbus A321C,,3164800.0,1988900.0,1548900.0,593.0
80,VJ624,2023-07-01 09:35:00,2023-07-01 10:55:00,Airbus A321,,3164800.0,2076900.0000000002,1636900.0,593.0
81,VJ628,2023-07-01 11:30:00,2023-07-01 12:50:00,Airbus A320,,3164800.0,2076900.0000000002,1636900.0,593.0
82,VJ630,2023-07-01 13:35:00,2023-07-01 14:55:00,Airbus A321,,3164800.0,2076900.0000000002,1636900.0,593.0
83,VJ632,2023-07-01 15:40:00,2023-07-01 17:00:00,Airbus A321,,3164800.0,1988900.0,1548900.0,593.0
84,VJ636,2023-07-01 18:20:00,2023-07-01 19:40:00,Airbus A321,,3164800.0,1515900.0,1185900.0,593.0
85,VJ638,2023-07-01 19:45:00,2023-07-01 21:05:00,Airbus A321,,3164800.0,1427900.0,1097900.0,593.0
86,VJ646,2023-07-01 20:15:00,2023-07-01 21:35:00,Airbus A321,,3164800.0,1427900.0,1097900.0,593.0
87,VJ640,2023-07-01 20:35:00,2023-07-01 21:50:00,Airbus A321,,3164800.0,1427900.0,1097900.0,593.0
88,VJ644,2023-07-01 21:10:00,2023-07-01 22:30:00,Airbus A321,,3164800.0,1427900.0,1097900.0,593.0
89,VJ642,2023-07-01 21:45:00,2023-07-01 23:05:00,Airbus A320,,3164800.0,1427900.0,1097900.0,593.0
90,VJ620,2023-07-02 05:35:00,2023-07-02 06:55:00,Airbus A321,,3164800.0,1515900.0,1185900.0,593.0
91,VJ622,2023-07-02 07:05:00,2023-07-02 08:25:00,Airbus A321C,,3164800.0,1834900.0,1449900.0,593.0
92,VJ624,2023-07-02 09:35:00,2023-07-02 10:55:00,Airbus A321,,3164800.0,1834900.0,1449900.0,593.0
93,VJ628,2023-07-02 11:30:00,2023-07-02 12:50:00,Airbus A320,,3164800.0,1834900.0,1449900.0,593.0
94,VJ630,2023-07-02 13:35:00,2023-07-02 14:55:00,Airbus A321,,3164800.0,1746900.0,1361900.0,593.0
95,VJ632,2023-07-02 15:40:00,2023-07-02 17:00:00,Airbus A321,,3164800.0,1746900.0,1361900.0,593.0
96,VJ636,2023-07-02 18:20:00,2023-07-02 19:40:00,Airbus A321,,3164800.0,1515900.0,1185900.0,593.0
97,VJ638,2023-07-02 19:45:00,2023-07-02 21:05:00,Airbus A321,,3164800.0,1339900.0,1009900.0,593.0
98,VJ646,2023-07-02 20:15:00,2023-07-02 21:35:00,Airbus A321,,3164800.0,1339900.0,1009900.0,593.0
99,VJ640,2023-07-02 20:35:00,2023-07-02 21:50:00,Airbus A321,,3164800.0,1251900.0,921900.0,593.0
100,VJ644,2023-07-02 21:10:00,2023-07-02 22:30:00,Airbus A321,,3164800.0,1251900.0,921900.0,593.0
101,VJ642,2023-07-02 21:45:00,2023-07-02 23:05:00,Airbus A320,,3164800.0,1251900.0,921900.0,593.0
102,VJ620,2023-07-03 05:35:00,2023-07-03 06:55:00,Airbus A321,,3164800.0,1515900.0,1185900.0,593.0
103,VJ622,2023-07-03 07:05:00,2023-07-03 08:25:00,Airbus A321C,,3164800.0,1834900.0,1449900.0,593.0
104,VJ624,2023-07-03 09:35:00,2023-07-03 10:55:00,Airbus A321,,3164800.0,1834900.0,1449900.0,593.0
105,VJ628,2023-07-03 11:30:00,2023-07-03 12:50:00,Airbus A320,,3164800.0,1834900.0,1449900.0,593.0
106,VJ630,2023-07-03 13:35:00,2023-07-03 14:55:00,Airbus A321,,3164800.0,1746900.0,1361900.0,593.0
107,VJ632,2023-07-03 15:40:00,2023-07-03 17:00:00,Airbus A321,,3164800.0,1515900.0,1185900.0,593.0
108,VJ634,2023-07-03 16:05:00,2023-07-03 17:25:00,Airbus A320,,3714800.0000000005,2925000.0,2413500.0,593.0
109,VJ636,2023-07-03 18:20:00,2023-07-03 19:40:00,Airbus A321,,3164800.0,1339900.0,1009900.0,593.0
110,VJ638,2023-07-03 19:45:00,2023-07-03 21:05:00,Airbus A321,,3164800.0,1339900.0,1009900.0,593.0
111,VJ646,2023-07-03 20:15:00,2023-07-03 21:35:00,Airbus A321,,3164800.0,1339900.0,1009900.0,593.0
112,VJ640,2023-07-03 20:35:00,2023-07-03 21:50:00,Airbus A321,,3164800.0,1251900.0,921900.0,593.0
113,VJ644,2023-07-03 21:10:00,2023-07-03 22:30:00,Airbus A321,,3164800.0,1251900.0,921900.0,593.0
114,VJ642,2023-07-03 21:45:00,2023-07-03 23:05:00,Airbus A320,,3164800.0,1251900.0,921900.0,593.0
115,VJ620,2023-07-04 05:35:00,2023-07-04 06:55:00,Airbus A321,,3164800.0,1427900.0,1097900.0,593.0
116,VJ622,2023-07-04 07:05:00,2023-07-04 08:25:00,Airbus A321C,,3164800.0,1746900.0,1361900.0,593.0
117,VJ624,2023-07-04 09:35:00,2023-07-04 10:55:00,Airbus A321,,3164800.0,1746900.0,1361900.0,593.0
118,VJ628,2023-07-04 11:30:00,2023-07-04 12:50:00,Airbus A320,,3164800.0,1834900.0,1449900.0,593.0
119,VJ630,2023-07-04 13:35:00,2023-07-04 14:55:00,Airbus A321,,3164800.0,1746900.0,1361900.0,593.0
120,VJ632,2023-07-04 15:40:00,2023-07-04 17:00:00,Airbus A321,,3164800.0,1515900.0,1185900.0,593.0
121,VJ636,2023-07-04 18:20:00,2023-07-04 19:40:00,Airbus A321,,3164800.0,1427900.0,1097900.0,593.0
122,VJ638,2023-07-04 19:45:00,2023-07-04 21:05:00,Airbus A321,,3164800.0,1339900.0,1009900.0,593.0
123,VJ646,2023-07-04 20:15:00,2023-07-04 21:35:00,Airbus A321,,3164800.0,1339900.0,1009900.0,593.0
124,VJ640,2023-07-04 20:35:00,2023-07-04 21:50:00,Airbus A321,,3164800.0,1251900.0,921900.0,593.0
125,VJ644,2023-07-04 21:10:00,2023-07-04 22:30:00,Airbus A321,,3164800.0,1251900.0,921900.0,593.0
126,VJ642,2023-07-04 21:45:00,2023-07-04 23:05:00,Airbus A320,,3164800.0,1339900.0,1009900.0,593.0
127,VJ620,2023-07-05 05:35:00,2023-07-05 06:55:00,Airbus A321,,3164800.0,1658900.0,1273900.0,593.0
128,VJ622,2023-07-05 07:05:00,2023-07-05 08:25:00,Airbus A321C,,3164800.0,1834900.0,1449900.0,593.0
129,VJ624,2023-07-05 09:35:00,2023-07-05 10:55:00,Airbus A321,,3164800.0,1834900.0,1449900.0,593.0
130,VJ628,2023-07-05 11:30:00,2023-07-05 12:50:00,Airbus A320,,3164800.0,1834900.0,1449900.0,593.0
131,VJ630,2023-07-05 13:35:00,2023-07-05 14:55:00,Airbus A321,,3164800.0,1746900.0,1361900.0,593.0
132,VJ632,2023-07-05 15:40:00,2023-07-05 17:00:00,Airbus A321,,3164800.0,1515900.0,1185900.0,593.0
133,VJ634,2023-07-05 16:05:00,2023-07-05 17:25:00,Airbus A321,,3164800.0,1427900.0,1097900.0,593.0
134,VJ636,2023-07-05 18:20:00,2023-07-05 19:40:00,Airbus A321,,3164800.0,1427900.0,1097900.0,593.0
135,VJ638,2023-07-05 19:45:00,2023-07-05 21:05:00,Airbus A321,,3164800.0,1427900.0,1097900.0,593.0
136,VJ646,2023-07-05 20:15:00,2023-07-05 21:35:00,Airbus A321,,3164800.0,1339900.0,1009900.0,593.0
137,VJ640,2023-07-05 20:35:00,2023-07-05 21:50:00,Airbus A321,,3164800.0,1339900.0,1009900.0,593.0
138,VJ644,2023-07-05 21:10:00,2023-07-05 22:30:00,Airbus A321,,3164800.0,1339900.0,1009900.0,593.0
139,VJ642,2023-07-05 21:45:00,2023-07-05 23:05:00,Airbus A321,,3714800.0000000005,2925000.0,2413500.0,593.0
